hominum,rdnumber,CaseNumber,Date2,year,trac2000,location,locatinr,LocationDescription,ArrestD,DomesticD,gridid,X_MetCent,Y_MetCent,All_Inside,YearFive,Population
 , ,HS251007,2010-04-10,2010, , , ,HOUSE,1,0,52029,342990.973255,586222.757678,1,2010 to 2014,2836658.0
 , ,HS254264,2010-04-12,2010, , , ,STREET,1,0,43925,350640.973255,580972.757678,1,2010 to 2014,2836658.0
 , ,HS254453,2010-04-13,2010, , , ,APARTMENT,0,0,39044,352440.973255,577822.757678,1,2010 to 2014,2836658.0
 , ,HS254574,2010-04-12,2010, , , ,STREET,0,0,18856,364890.973255,564772.757678,1,2010 to 2014,2836658.0
 , ,HS254618,2010-04-12,2010, , , ,AUTO,0,0,40895,350490.973255,579022.757678,1,2010 to 2014,2836658.0
 , ,HS256531,2010-04-14,2010, , , ,HOUSE,1,1,20642,353190.973255,565972.757678,1,2010 to 2014,2836658.0
 , ,HS256531,2010-04-14,2010, , , ,HOUSE,1,1,20642,353190.973255,565972.757678,1,2010 to 2014,2836658.0
 , ,HS256531,2010-04-14,2010, , , ,HOUSE,1,1,20642,353190.973255,565972.757678,1,2010 to 2014,2836658.0
 , ,HS256531,2010-04-14,2010, , , ,HOUSE,1,1,20642,353190.973255,565972.757678,1,2010 to 2014,2836658.0
 , ,HS256531,2010-05-01,2010, , , ,HOUSE,1,1,20642,353190.973255,565972.757678,1,2010 to 2014,2836658.0
 , ,HS257232,2010-04-14,2010, , , ,PARKING LOT,0,0,7632,358890.973255,557572.757678,1,2010 to 2014,2836658.0
 , ,HS258164,2010-04-15,2010, , , ,STREET,0,0,23448,354690.973255,567772.757678,1,2010 to 2014,2836658.0
 , ,HS259280,2010-04-15,2010, , , ,STREET,1,0,36498,354990.973255,576172.757678,1,2010 to 2014,2836658.0
 , ,HS259430,2010-04-15,2010, , , ,STREET,0,0,19061,360690.973255,564922.757678,1,2010 to 2014,2836658.0
 , ,HS259852,2010-04-15,2010, , , ,STREET,0,0,21620,360090.973255,566572.757678,1,2010 to 2014,2836658.0
 , ,HS259896,2010-04-15,2010, , , ,STREET,0,0,26724,356790.973255,569872.757678,1,2010 to 2014,2836658.0
 , ,HS259931,2010-04-15,2010, , , ,STREET,1,0,16002,356190.973255,562972.757678,1,2010 to 2014,2836658.0
 , ,HS259945,2010-04-15,2010, , , ,PARKING LOT,0,0,24874,358890.973255,568672.757678,1,2010 to 2014,2836658.0
 , ,HS260094,2010-04-16,2010, , , ,STREET,0,0,8779,356190.973255,558322.757678,1,2010 to 2014,2836658.0
 , ,HS260300,2010-04-16,2010, , , ,HOUSE,1,0,58166,354840.973255,590122.757678,1,2010 to 2014,2836658.0
 , ,HS261724,2010-04-17,2010, , , ,STREET,0,0,18130,360840.973255,564322.757678,1,2010 to 2014,2836658.0
 , ,HS264473,2010-04-18,2010, , , ,AUTO,0,0,37166,350340.973255,576622.757678,1,2010 to 2014,2836658.0
 , ,HS264473,2010-04-18,2010, , , ,AUTO,0,0,37166,350340.973255,576622.757678,1,2010 to 2014,2836658.0
 , ,HS265447,2010-04-19,2010, , , ,STREET,0,0,40674,352290.973255,578872.757678,1,2010 to 2014,2836658.0
 , ,HS266004,2010-05-26,2010, , , ,AUTO,0,0,19261,355740.973255,565072.757678,1,2010 to 2014,2836658.0
 , ,HS266280,2010-04-20,2010, , , ,AUTO,0,0,13695,359640.973255,561472.757678,1,2010 to 2014,2836658.0
 , ,HS266648,2010-04-20,2010, , , ,STREET,1,0,18139,362190.973255,564322.757678,1,2010 to 2014,2836658.0
 , ,HS268041,2010-04-21,2010, , , ,PORCH,0,0,14398,360240.973255,561922.757678,1,2010 to 2014,2836658.0
 , ,HS269432,2010-04-21,2010, , , ,AUTO,1,0,32064,353940.973255,573322.757678,1,2010 to 2014,2836658.0
 , ,HS269432,2010-04-21,2010, , , ,AUTO,1,0,32064,353940.973255,573322.757678,1,2010 to 2014,2836658.0
 , ,HS269432,2010-04-21,2010, , , ,AUTO,1,0,32064,353940.973255,573322.757678,1,2010 to 2014,2836658.0
 , ,HS269519,2010-04-22,2010, , , ,AUTO,1,0,14398,360240.973255,561922.757678,1,2010 to 2014,2836658.0
 , ,HS272781,2010-04-23,2010, , , ,HOTEL,1,0,60241,351540.973255,591472.757678,1,2010 to 2014,2836658.0
 , ,HS273811,2010-04-24,2010, , , ,STREET,0,0,42995,350940.973255,580372.757678,1,2010 to 2014,2836658.0
 , ,HS274617,2010-04-25,2010, , , ,STREET,0,0,17679,363090.973255,564022.757678,1,2010 to 2014,2836658.0
 , ,HS277346,2010-04-26,2010, , , ,STREET,0,0,28836,359040.973255,571222.757678,1,2010 to 2014,2836658.0
 , ,HS282642,2010-04-29,2010, , , ,STREET,0,0,5056,356940.973255,555922.757678,1,2010 to 2014,2836658.0
 , ,HS283134,2010-04-30,2010, , , ,STREET,0,0,38134,355740.973255,577222.757678,1,2010 to 2014,2836658.0
 , ,HS284791,2010-04-30,2010, , , ,STREET,0,0,9025,358140.973255,558472.757678,1,2010 to 2014,2836658.0
 , ,HS285008,2010-05-01,2010, , , ,STREET,0,0,24183,360090.973255,568222.757678,1,2010 to 2014,2836658.0
 , ,HS286634,2010-05-02,2010, , , ,STREET,1,0,41590,349890.973255,579472.757678,1,2010 to 2014,2836658.0
 , ,HS286987,2010-05-02,2010, , , ,HOUSE,1,1,43254,354840.973255,580522.757678,1,2010 to 2014,2836658.0
 , ,HS286987,2010-05-02,2010, , , ,HOUSE,1,1,43254,354840.973255,580522.757678,1,2010 to 2014,2836658.0
 , ,HS294900,2010-05-06,2010, , , ,STREET,0,0,21373,357990.973255,566422.757678,1,2010 to 2014,2836658.0
 , ,HS295627,2010-05-07,2010, , , ,RETAIL STORE,1,1,41415,358590.973255,579322.757678,1,2010 to 2014,2836658.0
 , ,HS298473,2010-05-09,2010, , , ,STREET,0,0,15066,355590.973255,562372.757678,1,2010 to 2014,2836658.0
 , ,HS299467,2010-05-09,2010, , , ,AUTO,0,0,18156,364740.973255,564322.757678,1,2010 to 2014,2836658.0
 , ,HS301336,2010-05-10,2010, , , ,APARTMENT,0,0,24864,357390.973255,568672.757678,1,2010 to 2014,2836658.0
 , ,HS304784,2010-05-12,2010, , , ,STREET,0,0,27440,359340.973255,570322.757678,1,2010 to 2014,2836658.0
 , ,HS307684,2010-05-14,2010, , , ,AUTO,0,0,60965,355290.973255,591922.757678,1,2010 to 2014,2836658.0
 , ,HS309556,2010-05-15,2010, , , ,STREET,0,0,30936,359490.973255,572572.757678,1,2010 to 2014,2836658.0
 , ,HS309727,2010-05-15,2010, , , ,STREET,0,0,39961,350190.973255,578422.757678,1,2010 to 2014,2836658.0
 , ,HS310141,2010-05-16,2010, , , ,YARD,0,0,37632,350340.973255,576922.757678,1,2010 to 2014,2836658.0
 , ,HS310308,2010-05-16,2010, , , ,STAIRWELL,1,0,5998,358440.973255,556522.757678,1,2010 to 2014,2836658.0
 , ,HS312912,2010-05-17,2010, , , ,APARTMENT,1,1,25748,350190.973255,569272.757678,1,2010 to 2014,2836658.0
 , ,HS312912,2010-05-17,2010, , , ,APARTMENT,1,1,25748,350190.973255,569272.757678,1,2010 to 2014,2836658.0
 , ,HS313197,2010-05-18,2010, , , ,AUTO,1,0,27860,352440.973255,570622.757678,1,2010 to 2014,2836658.0
 , ,HS313197,2010-05-18,2010, , , ,AUTO,1,0,27860,352440.973255,570622.757678,1,2010 to 2014,2836658.0
 , ,HS313197,2010-05-18,2010, , , ,AUTO,1,0,27860,352440.973255,570622.757678,1,2010 to 2014,2836658.0
 , ,HS313966,2010-05-18,2010, , , ,STREET,0,0,29995,358140.973255,571972.757678,1,2010 to 2014,2836658.0
 , ,HS314592,2010-05-19,2010, , , ,AUTO,0,0,21813,354090.973255,566722.757678,1,2010 to 2014,2836658.0
 , ,HS316363,2010-05-19,2010, , , ,HOUSE,0,0,18571,357090.973255,564622.757678,1,2010 to 2014,2836658.0
 , ,HS316438,2010-05-20,2010, , , ,STREET,1,0,16723,359490.973255,563422.757678,1,2010 to 2014,2836658.0
 , ,HS317388,2010-05-20,2010, , , ,APARTMENT,0,0,64690,354840.973255,594322.757678,1,2010 to 2014,2836658.0
 , ,HS317786,2010-05-20,2010, , , ,VACANT LOT,1,0,24861,356940.973255,568672.757678,1,2010 to 2014,2836658.0
 , ,HS320133,2010-10-22,2010, , , ,ALLEY,0,0,46028,351540.973255,582322.757678,1,2010 to 2014,2836658.0
 , ,HS321753,2010-05-23,2010, , , ,APARTMENT,1,1,43909,348240.973255,580972.757678,1,2010 to 2014,2836658.0
 , ,HS322781,2010-05-23,2010, , , ,PARK PROPERTY,0,0,25345,359640.973255,568972.757678,1,2010 to 2014,2836658.0
 , ,HS323180,2010-05-24,2010, , , ,STREET,0,0,30468,359190.973255,572272.757678,1,2010 to 2014,2836658.0
 , ,HS323842,2010-05-24,2010, , , ,STREET,0,0,41588,349590.973255,579472.757678,1,2010 to 2014,2836658.0
 , ,HS325550,2010-05-25,2010, , , ,STREET,0,0,20019,364590.973255,565522.757678,1,2010 to 2014,2836658.0
 , ,HS325550,2010-05-25,2010, , , ,STREET,0,0,20019,364590.973255,565522.757678,1,2010 to 2014,2836658.0
 , ,HS325550,2010-05-25,2010, , , ,STREET,0,0,20019,364590.973255,565522.757678,1,2010 to 2014,2836658.0
 , ,HS326802,2010-05-26,2010, , , ,HOUSE,1,0,43002,351990.973255,580372.757678,1,2010 to 2014,2836658.0
 , ,HS328237,2010-05-27,2010, , , ,STREET,0,0,15333,360690.973255,562522.757678,1,2010 to 2014,2836658.0
 , ,HS328450,2010-05-26,2010, , , ,HOUSE,1,1,21872,362940.973255,566722.757678,1,2010 to 2014,2836658.0
 , ,HS330054,2010-05-29,2010, , , ,STREET,0,0,44865,351840.973255,581572.757678,1,2010 to 2014,2836658.0
 , ,HS333638,2010-05-30,2010, , , ,STREET,1,0,27183,355740.973255,570172.757678,1,2010 to 2014,2836658.0
 , ,HS333691,2010-05-30,2010, , , ,STREET,1,0,33006,355440.973255,573922.757678,1,2010 to 2014,2836658.0
 , ,HS334825,2010-05-30,2010, , , ,STREET,1,0,28795,352890.973255,571222.757678,1,2010 to 2014,2836658.0
 , ,HS334933,2010-05-30,2010, , , ,STREET,1,0,24155,355890.973255,568222.757678,1,2010 to 2014,2836658.0
 , ,HS335199,2010-05-31,2010, , , ,ALLEY,0,0,34608,351090.973255,574972.757678,1,2010 to 2014,2836658.0
 , ,HS336503,2010-06-01,2010, , , ,STREET,1,0,7404,359640.973255,557422.757678,1,2010 to 2014,2836658.0
 , ,HS337170,2010-05-31,2010, , , ,AUTO,1,0,23015,359640.973255,567472.757678,1,2010 to 2014,2836658.0
 , ,HS338097,2010-06-01,2010, , , ,AUTO,0,0,34162,354090.973255,574672.757678,1,2010 to 2014,2836658.0
 , ,HS339760,2010-06-02,2010, , , ,STREET,1,0,44385,349740.973255,581272.757678,1,2010 to 2014,2836658.0
 , ,HS340707,2010-06-03,2010, , , ,CHA PARKING LOT,1,0,38601,355890.973255,577522.757678,1,2010 to 2014,2836658.0
 , ,HS341454,2010-06-05,2010, , , ,HOUSE,1,0,14413,362490.973255,561922.757678,1,2010 to 2014,2836658.0
 , ,HS341698,2010-06-04,2010, , , ,STREET,1,0,18100,356340.973255,564322.757678,1,2010 to 2014,2836658.0
 , ,HS342825,2010-06-07,2010, , , ,STREET,1,0,22564,361890.973255,567172.757678,1,2010 to 2014,2836658.0
 , ,HS345067,2010-06-06,2010, , , ,AUTO,0,0,25792,356790.973255,569272.757678,1,2010 to 2014,2836658.0
 , ,HS346379,2010-06-06,2010, , , ,STREET,1,0,18859,365340.973255,564772.757678,1,2010 to 2014,2836658.0
 , ,HS347229,2010-06-08,2010, , , ,ALLEY,0,0,39724,349590.973255,578272.757678,1,2010 to 2014,2836658.0
 , ,HS349558,2010-06-08,2010, , , ,RETAIL STORE,1,0,42763,351090.973255,580222.757678,1,2010 to 2014,2836658.0
 , ,HS349558,2010-06-08,2010, , , ,RETAIL STORE,1,0,42763,351090.973255,580222.757678,1,2010 to 2014,2836658.0
 , ,HS349853,2010-06-08,2010, , , ,STREET,0,0,50903,348840.973255,585472.757678,1,2010 to 2014,2836658.0
 , ,HS350729,2010-06-09,2010, , , ,PORCH,1,0,28609,359940.973255,571072.757678,1,2010 to 2014,2836658.0
 , ,HS350729,2010-06-09,2010, , , ,PORCH,1,0,28609,359940.973255,571072.757678,1,2010 to 2014,2836658.0
 , ,HS351181,2010-06-12,2010, , , ,HOUSE,1,0,15831,365490.973255,562822.757678,1,2010 to 2014,2836658.0
 , ,HS352547,2010-06-15,2010, , , ,DRIVEWAY,0,0,26017,355590.973255,569422.757678,1,2010 to 2014,2836658.0
 , ,HS355544,2010-06-12,2010, , , ,STREET,1,0,51628,352740.973255,585922.757678,1,2010 to 2014,2836658.0
 , ,HS355592,2010-06-12,2010, , , ,STREET,0,0,41607,352440.973255,579472.757678,1,2010 to 2014,2836658.0
 , ,HS355878,2010-06-12,2010, , , ,YARD,0,0,24836,353190.973255,568672.757678,1,2010 to 2014,2836658.0
 , ,HS357143,2010-06-13,2010, , , ,APARTMENT,1,0,18802,356790.973255,564772.757678,1,2010 to 2014,2836658.0
 , ,HS357245,2010-06-13,2010, , , ,STREET,0,0,21617,359640.973255,566572.757678,1,2010 to 2014,2836658.0
 , ,HS358350,2010-06-13,2010, , , ,STREET,0,0,42999,351540.973255,580372.757678,1,2010 to 2014,2836658.0
 , ,HS358561,2010-06-14,2010, , , ,GANGWAY,1,0,35309,351390.973255,575422.757678,1,2010 to 2014,2836658.0
 , ,HS361450,2010-06-15,2010, , , ,STREET,0,0,17691,364890.973255,564022.757678,1,2010 to 2014,2836658.0
 , ,HS361595,2010-06-15,2010, , , ,STREET,1,0,44859,350940.973255,581572.757678,1,2010 to 2014,2836658.0
 , ,HS361929,2010-06-16,2010, , , ,STREET,0,0,15729,350190.973255,562822.757678,0,2010 to 2014,2836658.0
 , ,HS363759,2010-06-17,2010, , , ,YARD,0,0,23447,354540.973255,567772.757678,1,2010 to 2014,2836658.0
 , ,HS363938,2010-07-07,2010, , , ,STREET,1,0,43001,351840.973255,580372.757678,1,2010 to 2014,2836658.0
 , ,HS364075,2010-06-17,2010, , , ,STREET,0,0,32974,350640.973255,573922.757678,1,2010 to 2014,2836658.0
 , ,HS365596,2010-06-18,2010, , , ,STREET,0,0,40655,349440.973255,578872.757678,1,2010 to 2014,2836658.0
 , ,HS367154,2010-06-20,2010, , , ,STREET,1,0,15995,355140.973255,562972.757678,1,2010 to 2014,2836658.0
 , ,HS367475,2010-06-19,2010, , , ,AUTO,1,0,35771,350790.973255,575722.757678,1,2010 to 2014,2836658.0
 , ,HS367475,2010-06-19,2010, , , ,AUTO,1,0,35771,350790.973255,575722.757678,1,2010 to 2014,2836658.0
 , ,HS367475,2010-06-19,2010, , , ,STREET,1,0,35771,350790.973255,575722.757678,1,2010 to 2014,2836658.0
 , ,HS368804,2010-06-20,2010, , , ,STREET,1,0,8555,357540.973255,558172.757678,1,2010 to 2014,2836658.0
 , ,HS370517,2010-06-21,2010, , , ,ALLEY,0,0,23489,360840.973255,567772.757678,1,2010 to 2014,2836658.0
 , ,HS370524,2010-06-21,2010, , , ,STREET,0,0,20658,355590.973255,565972.757678,1,2010 to 2014,2836658.0
 , ,HS370586,2010-06-21,2010, , , ,STREET,0,0,19969,357090.973255,565522.757678,1,2010 to 2014,2836658.0
 , ,HS370745,2010-06-21,2010, , , ,RAILROAD PROPERTY,0,0,15320,358740.973255,562522.757678,1,2010 to 2014,2836658.0
 , ,HS370745,2010-06-21,2010, , , ,RAILROAD PROPERTY,0,0,15320,358740.973255,562522.757678,1,2010 to 2014,2836658.0
 , ,HS371929,2010-06-21,2010, , , ,YARD,0,1,50439,349140.973255,585172.757678,1,2010 to 2014,2836658.0
 , ,HS372737,2010-06-22,2010, , , ,YARD,0,0,22064,356790.973255,566872.757678,1,2010 to 2014,2836658.0
 , ,HS377241,2010-06-24,2010, , , ,STREET,0,0,27179,355140.973255,570172.757678,1,2010 to 2014,2836658.0
 , ,HS377716,2010-06-25,2010, , , ,ALLEY,0,1,42055,349740.973255,579772.757678,1,2010 to 2014,2836658.0
 , ,HS379313,2010-06-26,2010, , , ,STREET,0,0,17923,364740.973255,564172.757678,1,2010 to 2014,2836658.0
 , ,HS379339,2010-06-26,2010, , , ,HOUSE,1,0,21411,363690.973255,566422.757678,1,2010 to 2014,2836658.0
 , ,HS379390,2010-06-26,2010, , , ,STREET,0,0,23687,355590.973255,567922.757678,1,2010 to 2014,2836658.0
 , ,HS379410,2010-06-26,2010, , , ,STREET,0,0,36498,354990.973255,576172.757678,1,2010 to 2014,2836658.0
 , ,HS380837,2010-06-27,2010, , , ,STREET,0,0,27163,352740.973255,570172.757678,1,2010 to 2014,2836658.0
 , ,HS390601,2010-07-24,2010, , , ,APARTMENT,1,1,41372,352140.973255,579322.757678,1,2010 to 2014,2836658.0
 , ,HS391422,2010-07-03,2010, , , ,STREET,0,0,39051,353490.973255,577822.757678,1,2010 to 2014,2836658.0
 , ,HS391483,2010-07-03,2010, , , ,STREET,1,0,35820,358140.973255,575722.757678,1,2010 to 2014,2836658.0
 , ,HS392973,2010-07-04,2010, , , ,YARD,0,0,17210,362640.973255,563722.757678,1,2010 to 2014,2836658.0
 , ,HS393273,2010-07-04,2010, , , ,STREET,0,0,43204,347340.973255,580522.757678,1,2010 to 2014,2836658.0
 , ,HS393707,2010-07-04,2010, , , ,AUTO,0,0,25318,355590.973255,568972.757678,1,2010 to 2014,2836658.0
 , ,HS394123,2010-07-04,2010, , , ,STREET,1,0,23921,355740.973255,568072.757678,1,2010 to 2014,2836658.0
 , ,HS394322,2010-07-05,2010, , , ,STREET,0,0,23220,355440.973255,567622.757678,1,2010 to 2014,2836658.0
 , ,HS394539,2010-07-05,2010, , , ,ALLEY,0,0,18596,360840.973255,564622.757678,1,2010 to 2014,2836658.0
 , ,HS395707,2010-07-05,2010, , , ,STREET,1,0,21355,355290.973255,566422.757678,1,2010 to 2014,2836658.0
 , ,HS395945,2010-07-06,2010, , , ,AUTO,0,0,6919,356790.973255,557122.757678,1,2010 to 2014,2836658.0
 , ,HS397379,2010-07-06,2010, , , ,STREET,1,0,8780,356340.973255,558322.757678,1,2010 to 2014,2836658.0
 , ,HS397796,2010-07-07,2010, , , ,AUTO,0,0,8559,358140.973255,558172.757678,1,2010 to 2014,2836658.0
 , ,HS397835,2010-07-07,2010, , , ,STREET,0,0,55615,356640.973255,588472.757678,1,2010 to 2014,2836658.0
 , ,HS398722,2010-07-07,2010, , , ,PARKING LOT,1,0,24159,356490.973255,568222.757678,1,2010 to 2014,2836658.0
 , ,HS399424,2010-07-07,2010, , , ,STREET,0,0,35765,349890.973255,575722.757678,1,2010 to 2014,2836658.0
 , ,HS399487,2010-07-08,2010, , , ,STREET,0,0,31406,360090.973255,572872.757678,1,2010 to 2014,2836658.0
 , ,HS404376,2010-08-28,2010, , , ,STREET,1,0,45768,347490.973255,582172.757678,1,2010 to 2014,2836658.0
 , ,HS404606,2010-07-10,2010, , , ,STREET,1,0,19083,363990.973255,564922.757678,1,2010 to 2014,2836658.0
 , ,HS404678,2010-07-11,2010, , , ,ALLEY,0,0,17162,355440.973255,563722.757678,1,2010 to 2014,2836658.0
 , ,HS411407,2010-07-15,2010, , , ,STREET,1,0,22766,357240.973255,567322.757678,1,2010 to 2014,2836658.0
 , ,HS412181,2010-07-15,2010, , , ,ALLEY,1,0,7152,356790.973255,557272.757678,1,2010 to 2014,2836658.0
 , ,HS413611,2010-07-16,2010, , , ,ABANDONED BUILDING,0,0,22299,357090.973255,567022.757678,1,2010 to 2014,2836658.0
 , ,HS414729,2010-07-17,2010, , , ,PARK PROPERTY,1,0,40662,350490.973255,578872.757678,1,2010 to 2014,2836658.0
 , ,HS414770,2010-07-17,2010, , , ,AUTO,1,0,47652,350490.973255,583372.757678,1,2010 to 2014,2836658.0
 , ,HS415484,2010-07-18,2010, , , ,APARTMENT,1,0,28137,359040.973255,570772.757678,1,2010 to 2014,2836658.0
 , ,HS415536,2010-07-17,2010, , , ,GARAGE,0,0,35999,350040.973255,575872.757678,1,2010 to 2014,2836658.0
 , ,HS416643,2010-07-18,2010, , , ,STREET,1,0,20224,360390.973255,565672.757678,1,2010 to 2014,2836658.0
 , ,HS416766,2010-07-18,2010, , , ,AUTO,0,0,39951,348690.973255,578422.757678,1,2010 to 2014,2836658.0
 , ,HS419413,2010-07-19,2010, , , ,STREET,0,0,27421,356490.973255,570322.757678,1,2010 to 2014,2836658.0
 , ,HS423054,2010-07-21,2010, , , ,STREET,0,0,17858,354990.973255,564172.757678,1,2010 to 2014,2836658.0
 , ,HS424652,2010-07-22,2010, , , ,PORCH,1,0,18807,357540.973255,564772.757678,1,2010 to 2014,2836658.0
 , ,HS425093,2010-07-23,2010, , , ,GARAGE,0,0,24135,352890.973255,568222.757678,1,2010 to 2014,2836658.0
 , ,HS425436,2010-07-23,2010, , , ,PORCH,0,0,17844,352890.973255,564172.757678,1,2010 to 2014,2836658.0
 , ,HS426657,2010-07-24,2010, , , ,STREET,0,0,16011,357540.973255,562972.757678,1,2010 to 2014,2836658.0
 , ,HS434242,2010-07-29,2010, , , ,STREET,0,0,55609,355740.973255,588472.757678,1,2010 to 2014,2836658.0
 , ,HS434615,2010-07-28,2010, , , ,STREET,1,0,7166,358890.973255,557272.757678,1,2010 to 2014,2836658.0
 , ,HS437508,2010-07-30,2010, , , ,ALLEY,0,0,6690,357390.973255,556972.757678,1,2010 to 2014,2836658.0
 , ,HS437622,2010-07-30,2010, , , ,YARD,0,0,43215,348990.973255,580522.757678,1,2010 to 2014,2836658.0
 , ,HS438170,2010-07-31,2010, , , ,PORCH,0,0,51132,348240.973255,585622.757678,1,2010 to 2014,2836658.0
 , ,HS438740,2010-07-31,2010, , , ,HOUSE,0,0,21821,355290.973255,566722.757678,1,2010 to 2014,2836658.0
 , ,HS439908,2010-08-01,2010, , , ,AUTO,0,0,17212,362940.973255,563722.757678,1,2010 to 2014,2836658.0
 , ,HS439908,2010-08-01,2010, , , ,AUTO,0,0,17212,362940.973255,563722.757678,1,2010 to 2014,2836658.0
 , ,HS440368,2010-08-01,2010, , , ,HOUSE,1,0,4366,358290.973255,555472.757678,1,2010 to 2014,2836658.0
 , ,HS442290,2010-08-02,2010, , , ,STREET,0,0,21371,357690.973255,566422.757678,1,2010 to 2014,2836658.0
 , ,HS443344,2010-08-03,2010, , , ,HOUSE,0,0,21355,355290.973255,566422.757678,1,2010 to 2014,2836658.0
 , ,HS445654,2010-08-04,2010, , , ,STREET,0,0,20481,363990.973255,565822.757678,1,2010 to 2014,2836658.0
 , ,HS447548,2010-08-05,2010, , , ,STREET,0,0,15531,355440.973255,562672.757678,1,2010 to 2014,2836658.0
 , ,HS448058,2010-08-06,2010, , , ,ALLEY,0,0,19072,362340.973255,564922.757678,1,2010 to 2014,2836658.0
 , ,HS449249,2010-08-06,2010, , , ,PARKING LOT,1,0,45321,350340.973255,581872.757678,1,2010 to 2014,2836658.0
 , ,HS449858,2010-08-07,2010, , , ,STREET,0,0,26029,357390.973255,569422.757678,1,2010 to 2014,2836658.0
 , ,HS451107,2010-08-07,2010, , , ,PARK PROPERTY,0,0,8081,356340.973255,557872.757678,1,2010 to 2014,2836658.0
 , ,HS452155,2010-08-08,2010, , , ,STREET,1,0,43677,348390.973255,580822.757678,1,2010 to 2014,2836658.0
 , ,HS452939,2010-08-10,2010, , , ,STREET,1,0,42510,348090.973255,580072.757678,1,2010 to 2014,2836658.0
 , ,HS453162,2010-08-09,2010, , , ,STREET,1,0,11359,358740.973255,559972.757678,1,2010 to 2014,2836658.0
 , ,HS455650,2010-08-10,2010, , , ,VACANT LOT,0,0,38332,350490.973255,577372.757678,1,2010 to 2014,2836658.0
 , ,HS456001,2010-08-10,2010, , , ,STREET,1,0,9733,359490.973255,558922.757678,1,2010 to 2014,2836658.0
 , ,HS456145,2010-08-10,2010, , , ,STREET,1,0,40192,349890.973255,578572.757678,1,2010 to 2014,2836658.0
 , ,HS458773,2010-08-12,2010, , , ,STREET,0,0,43229,351090.973255,580522.757678,1,2010 to 2014,2836658.0
 , ,HS458955,2010-08-12,2010, , , ,STREET,1,0,21358,355740.973255,566422.757678,1,2010 to 2014,2836658.0
 , ,HS459484,2010-08-12,2010, , , ,AUTO,1,0,8567,359340.973255,558172.757678,1,2010 to 2014,2836658.0
 , ,HS459931,2010-08-13,2010, , , ,STREET,0,0,18829,360840.973255,564772.757678,1,2010 to 2014,2836658.0
 , ,HS460541,2010-08-13,2010, , , ,STREET,1,0,21406,362940.973255,566422.757678,1,2010 to 2014,2836658.0
 , ,HS461667,2010-08-14,2010, , , ,STREET,1,0,24603,353190.973255,568522.757678,1,2010 to 2014,2836658.0
 , ,HS463086,2010-08-15,2010, , , ,STREET,0,0,24651,360390.973255,568522.757678,1,2010 to 2014,2836658.0
 , ,HS463165,2010-08-15,2010, , , ,HOUSE,1,1,62363,355290.973255,592822.757678,1,2010 to 2014,2836658.0
 , ,HS464438,2010-08-15,2010, , , ,STREET,0,0,15362,365040.973255,562522.757678,1,2010 to 2014,2836658.0
 , ,HS464700,2010-08-16,2010, , , ,AUTO,0,0,54186,351990.973255,587572.757678,1,2010 to 2014,2836658.0
 , ,HS465732,2010-08-16,2010, , , ,STREET,0,0,40645,347940.973255,578872.757678,1,2010 to 2014,2836658.0
 , ,HS466173,2010-08-19,2010, , , ,ALLEY,0,0,43910,348390.973255,580972.757678,1,2010 to 2014,2836658.0
 , ,HS466443,2010-08-17,2010, , , ,AUTO,0,0,48347,349890.973255,583822.757678,1,2010 to 2014,2836658.0
 , ,HS466686,2010-08-17,2010, , , ,STREET,1,0,38562,350040.973255,577522.757678,1,2010 to 2014,2836658.0
 , ,HS468644,2010-08-18,2010, , , ,APARTMENT,1,1,38139,356490.973255,577222.757678,1,2010 to 2014,2836658.0
 , ,HS469782,2010-08-18,2010, , , ,STREET,0,0,23431,352140.973255,567772.757678,1,2010 to 2014,2836658.0
 , ,HS469995,2010-08-19,2010, , , ,STREET,0,0,59339,356040.973255,590872.757678,1,2010 to 2014,2836658.0
 , ,HS470037,2010-08-19,2010, , , ,STREET,1,0,15132,365490.973255,562372.757678,1,2010 to 2014,2836658.0
 , ,HS471470,2010-08-19,2010, , , ,STREET,0,0,23919,355440.973255,568072.757678,1,2010 to 2014,2836658.0
 , ,HS471581,2010-08-19,2010, , , ,STREET,1,0,20232,361590.973255,565672.757678,1,2010 to 2014,2836658.0
 , ,HS471694,2010-08-20,2010, , , ,HOUSE,1,0,9485,357240.973255,558772.757678,1,2010 to 2014,2836658.0
 , ,HS473377,2010-08-21,2010, , , ,STREET,0,0,29998,358590.973255,571972.757678,1,2010 to 2014,2836658.0
 , ,HS473417,2010-08-21,2010, , , ,STREET,0,0,30892,352890.973255,572572.757678,1,2010 to 2014,2836658.0
 , ,HS474928,2010-08-22,2010, , , ,VACANT LOT,0,0,40190,349590.973255,578572.757678,1,2010 to 2014,2836658.0
 , ,HS475873,2010-08-22,2010, , , ,AUTO,0,0,40646,348090.973255,578872.757678,1,2010 to 2014,2836658.0
 , ,HS476372,2010-08-23,2010, , , ,STREET,0,0,40888,349440.973255,579022.757678,1,2010 to 2014,2836658.0
 , ,HS478079,2010-08-24,2010, , , ,AUTO,0,0,18377,362940.973255,564472.757678,1,2010 to 2014,2836658.0
 , ,HS478168,2010-08-24,2010, , , ,STREET,0,0,26251,355740.973255,569572.757678,1,2010 to 2014,2836658.0
 , ,HS480135,2010-08-25,2010, , , ,HOUSE,1,1,21617,359640.973255,566572.757678,1,2010 to 2014,2836658.0
